Date,Open,High,Low,Close,Volume,status
2025-08-19 03:39:00+05:30,1.16739,1.167405,1.16728,1.16728,-1.0,null
2025-08-19 03:39:30+05:30,1.16728,1.16737,1.167235,1.16735,-1.0,null
2025-08-19 03:40:00+05:30,1.16735,1.16735,1.167275,1.167335,-1.0,null
2025-08-19 03:40:30+05:30,1.167335,1.16739,1.16733,1.16736,-1.0,null
2025-08-19 03:41:00+05:30,1.16736,1.16736,1.16734,1.16734,-1.0,null
2025-08-19 03:41:30+05:30,1.16734,1.16737,1.16734,1.167355,-1.0,null
2025-08-19 03:42:00+05:30,1.167355,1.167425,1.16735,1.16742,-1.0,null
2025-08-19 03:42:30+05:30,1.16742,1.16742,1.16738,1.16741,-1.0,null
2025-08-19 03:43:00+05:30,1.16741,1.16743,1.167405,1.16743,-1.0,null
2025-08-19 03:43:30+05:30,1.16743,1.167435,1.167415,1.16743,-1.0,null
2025-08-19 03:44:00+05:30,1.16743,1.167465,1.16743,1.167455,-1.0,null
2025-08-19 03:44:30+05:30,1.167455,1.167455,1.16725,1.167305,-1.0,null
2025-08-19 03:45:00+05:30,1.167305,1.16731,1.16723,1.16724,-1.0,null
2025-08-19 03:45:30+05:30,1.16724,1.16727,1.167205,1.167265,-1.0,null
2025-08-19 03:46:00+05:30,1.167265,1.16727,1.16718,1.167265,-1.0,null
2025-08-19 03:46:30+05:30,1.167265,1.16727,1.16712,1.16712,-1.0,null
2025-08-19 03:47:00+05:30,1.16712,1.16712,1.16697,1.16701,-1.0,null
2025-08-19 03:47:30+05:30,1.16701,1.167065,1.167,1.167065,-1.0,null
2025-08-19 03:48:00+05:30,1.167065,1.16709,1.167065,1.167065,-1.0,null
2025-08-19 03:48:30+05:30,1.167065,1.167075,1.167015,1.16706,-1.0,null
2025-08-19 03:49:00+05:30,1.16706,1.16706,1.16697,1.16697,-1.0,null
2025-08-19 03:49:30+05:30,1.16697,1.16697,1.166915,1.16692,-1.0,null
2025-08-19 03:50:00+05:30,1.16692,1.166925,1.16683,1.166835,-1.0,null
2025-08-19 03:50:30+05:30,1.166835,1.16694,1.16682,1.16693,-1.0,null
2025-08-19 03:51:00+05:30,1.16693,1.16693,1.166905,1.166925,-1.0,null
2025-08-19 03:51:30+05:30,1.166925,1.166925,1.166835,1.166835,-1.0,null
2025-08-19 03:52:00+05:30,1.166835,1.166835,1.1667,1.1667,-1.0,null
2025-08-19 03:52:30+05:30,1.1667,1.1667,1.166635,1.166645,-1.0,null
2025-08-19 03:53:00+05:30,1.166645,1.16665,1.16664,1.166645,-1.0,null
2025-08-19 03:53:30+05:30,1.166645,1.166725,1.166645,1.16667,-1.0,null
2025-08-19 03:54:00+05:30,1.16667,1.167015,1.16667,1.166985,-1.0,null
2025-08-19 03:54:30+05:30,1.166985,1.166985,1.16688,1.16691,-1.0,null
2025-08-19 03:55:00+05:30,1.16691,1.16691,1.166885,1.1669,-1.0,null
2025-08-19 03:55:30+05:30,1.1669,1.166945,1.1669,1.16691,-1.0,null
2025-08-19 03:56:00+05:30,1.16691,1.166915,1.166905,1.166915,-1.0,null
2025-08-19 03:56:30+05:30,1.166915,1.166925,1.16691,1.166925,-1.0,null
2025-08-19 03:57:00+05:30,1.166925,1.166925,1.16677,1.16681,-1.0,null
2025-08-19 03:57:30+05:30,1.16681,1.16684,1.166795,1.1668,-1.0,null
2025-08-19 03:58:00+05:30,1.1668,1.166825,1.166795,1.166815,-1.0,null
2025-08-19 03:58:30+05:30,1.166815,1.166925,1.16681,1.166885,-1.0,null
2025-08-19 03:59:00+05:30,1.166885,1.16692,1.166885,1.166895,-1.0,null
2025-08-19 03:59:30+05:30,1.166895,1.166905,1.16686,1.16686,-1.0,null
2025-08-19 04:00:00+05:30,1.16686,1.166865,1.16686,1.166865,-1.0,null
2025-08-19 04:00:30+05:30,1.166865,1.166875,1.166865,1.166875,-1.0,null
2025-08-19 04:01:00+05:30,1.166875,1.166895,1.16686,1.166865,-1.0,null
2025-08-19 04:01:30+05:30,1.166865,1.166865,1.166865,1.166865,-1.0,null
2025-08-19 04:02:00+05:30,1.166865,1.16687,1.166775,1.166775,-1.0,null
2025-08-19 04:02:30+05:30,1.166775,1.166775,1.16666,1.16666,-1.0,null
2025-08-19 04:03:00+05:30,1.16666,1.166695,1.16664,1.166645,-1.0,null
2025-08-19 04:03:30+05:30,1.166645,1.16672,1.16664,1.166695,-1.0,null
2025-08-19 04:04:00+05:30,1.166695,1.16676,1.166695,1.166745,-1.0,null
2025-08-19 04:04:30+05:30,1.166745,1.16675,1.16674,1.16674,-1.0,null
2025-08-19 04:05:00+05:30,1.16674,1.166745,1.166735,1.166745,-1.0,null
2025-08-19 04:05:30+05:30,1.166745,1.166745,1.16674,1.166745,-1.0,null
2025-08-19 04:06:00+05:30,1.166745,1.16686,1.16673,1.166845,-1.0,null
2025-08-19 04:06:30+05:30,1.166845,1.16686,1.16684,1.16684,-1.0,null
2025-08-19 04:07:00+05:30,1.16684,1.16684,1.16684,1.16684,-1.0,null
2025-08-19 04:07:30+05:30,1.16684,1.16684,1.16683,1.16683,-1.0,null
2025-08-19 04:08:00+05:30,1.16683,1.16684,1.166775,1.16684,-1.0,null
2025-08-19 04:08:30+05:30,1.16684,1.166865,1.16684,1.16684,-1.0,null
2025-08-19 04:09:00+05:30,1.16684,1.16687,1.16684,1.16684,-1.0,null
2025-08-19 04:09:30+05:30,1.16684,1.16684,1.166795,1.166835,-1.0,null
2025-08-19 04:10:00+05:30,1.166835,1.166835,1.16683,1.16683,-1.0,null
2025-08-19 04:10:30+05:30,1.16683,1.16683,1.166815,1.166815,-1.0,null
2025-08-19 04:11:00+05:30,1.166815,1.166815,1.166815,1.166815,-1.0,null
2025-08-19 04:11:30+05:30,1.166815,1.166815,1.166815,1.166815,-1.0,null
2025-08-19 04:12:00+05:30,1.166815,1.166815,1.16675,1.16675,-1.0,null
2025-08-19 04:12:30+05:30,1.16675,1.16675,1.16675,1.16675,-1.0,null
2025-08-19 04:13:00+05:30,1.16675,1.166775,1.166745,1.166775,-1.0,null
2025-08-19 04:13:30+05:30,1.166775,1.166785,1.166775,1.166785,-1.0,null
2025-08-19 04:14:00+05:30,1.166785,1.166815,1.16678,1.1668,-1.0,null
2025-08-19 04:14:30+05:30,1.1668,1.166815,1.1668,1.166805,-1.0,null
2025-08-19 04:15:00+05:30,1.166805,1.16681,1.1668,1.1668,-1.0,null
2025-08-19 04:15:30+05:30,1.1668,1.1668,1.1668,1.1668,-1.0,null
2025-08-19 04:16:00+05:30,1.1668,1.166815,1.1668,1.16681,-1.0,null
2025-08-19 04:16:30+05:30,1.16681,1.16681,1.16675,1.16675,-1.0,null
2025-08-19 04:17:00+05:30,1.16675,1.16675,1.166745,1.16675,-1.0,null
2025-08-19 04:17:30+05:30,1.16675,1.166775,1.16675,1.16677,-1.0,null
2025-08-19 04:18:00+05:30,1.16677,1.166845,1.16676,1.16681,-1.0,null
2025-08-19 04:18:30+05:30,1.16681,1.16681,1.1668,1.16681,-1.0,null
2025-08-19 04:19:00+05:30,1.16681,1.16684,1.166805,1.16684,-1.0,null
2025-08-19 04:19:30+05:30,1.16684,1.166905,1.166835,1.1669,-1.0,null
2025-08-19 04:20:00+05:30,1.1669,1.166925,1.1669,1.16691,-1.0,null
2025-08-19 04:20:30+05:30,1.16691,1.166915,1.166905,1.16691,-1.0,null
2025-08-19 04:21:00+05:30,1.16691,1.16691,1.166835,1.16685,-1.0,null
2025-08-19 04:21:30+05:30,1.166845,1.16685,1.166845,1.166845,-1.0,null
2025-08-19 04:22:00+05:30,1.16685,1.166865,1.16681,1.166865,-1.0,null
2025-08-19 04:22:30+05:30,1.166865,1.166865,1.16686,1.16686,-1.0,null
2025-08-19 04:23:00+05:30,1.16686,1.16686,1.166845,1.166845,-1.0,null
2025-08-19 04:23:30+05:30,1.166845,1.166855,1.166845,1.166845,-1.0,null
2025-08-19 04:24:00+05:30,1.166845,1.166865,1.166815,1.16682,-1.0,null
2025-08-19 04:24:30+05:30,1.16682,1.16682,1.166805,1.16681,-1.0,null
2025-08-19 04:25:00+05:30,1.16681,1.166835,1.166805,1.166835,-1.0,null
2025-08-19 04:25:30+05:30,1.166835,1.1669,1.16683,1.1669,-1.0,null
2025-08-19 04:26:00+05:30,1.1669,1.16691,1.166865,1.16691,-1.0,null
2025-08-19 04:26:30+05:30,1.16691,1.16691,1.166905,1.166905,-1.0,null
2025-08-19 04:27:00+05:30,1.166905,1.166955,1.16688,1.16695,-1.0,null
2025-08-19 04:27:30+05:30,1.16695,1.166995,1.16695,1.166995,-1.0,null
2025-08-19 04:28:00+05:30,1.166995,1.166995,1.16689,1.1669,-1.0,null
2025-08-19 04:28:30+05:30,1.1669,1.166915,1.16689,1.16691,-1.0,null
2025-08-19 04:29:00+05:30,1.16691,1.16693,1.166825,1.166925,-1.0,null
2025-08-19 04:29:30+05:30,1.166925,1.16698,1.166925,1.166975,-1.0,null
2025-08-19 04:30:00+05:30,1.166975,1.166975,1.16676,1.166885,-1.0,null
2025-08-19 04:30:30+05:30,1.166885,1.166885,1.166845,1.166845,-1.0,null
2025-08-19 04:31:00+05:30,1.166845,1.166855,1.166835,1.166835,-1.0,null
2025-08-19 04:31:30+05:30,1.166835,1.166835,1.166825,1.16683,-1.0,null
2025-08-19 04:32:00+05:30,1.16683,1.16683,1.16676,1.166775,-1.0,null
2025-08-19 04:32:30+05:30,1.166775,1.16678,1.16676,1.166765,-1.0,null
2025-08-19 04:33:00+05:30,1.166765,1.166765,1.166625,1.166625,-1.0,null
2025-08-19 04:33:30+05:30,1.166625,1.16666,1.16662,1.16666,-1.0,null
2025-08-19 04:34:00+05:30,1.16666,1.16666,1.16662,1.166625,-1.0,null
2025-08-19 04:34:30+05:30,1.166625,1.16671,1.166625,1.166685,-1.0,null
2025-08-19 04:35:00+05:30,1.166685,1.16672,1.166685,1.16672,-1.0,null
2025-08-19 04:35:30+05:30,1.16672,1.16675,1.166715,1.16675,-1.0,null
2025-08-19 04:36:00+05:30,1.16675,1.16675,1.166745,1.166745,-1.0,null
2025-08-19 04:36:30+05:30,1.166745,1.166765,1.166745,1.166755,-1.0,null
2025-08-19 04:37:00+05:30,1.166755,1.16677,1.166755,1.16677,-1.0,null
2025-08-19 04:37:30+05:30,1.16677,1.166775,1.16676,1.16677,-1.0,null
2025-08-19 04:38:00+05:30,1.16677,1.16682,1.16671,1.166715,-1.0,null
2025-08-19 04:38:30+05:30,1.166715,1.166725,1.166715,1.166725,-1.0,null
2025-08-19 04:39:00+05:30,1.166725,1.16673,1.166655,1.16666,-1.0,null
2025-08-19 04:39:30+05:30,1.16666,1.16672,1.16666,1.166705,-1.0,null
2025-08-19 04:40:00+05:30,1.166705,1.166725,1.166665,1.166675,-1.0,null
2025-08-19 04:40:30+05:30,1.166675,1.166675,1.166645,1.166665,-1.0,null
2025-08-19 04:41:00+05:30,1.166665,1.166665,1.16665,1.166655,-1.0,null
2025-08-19 04:41:30+05:30,1.166655,1.166655,1.166555,1.166565,-1.0,null
2025-08-19 04:42:00+05:30,1.166565,1.166575,1.166565,1.166565,-1.0,null
2025-08-19 04:42:30+05:30,1.166565,1.166565,1.16651,1.166525,-1.0,null
2025-08-19 04:43:00+05:30,1.166525,1.166525,1.166465,1.16647,-1.0,null
2025-08-19 04:43:30+05:30,1.16647,1.16648,1.166435,1.166475,-1.0,null
2025-08-19 04:44:00+05:30,1.166475,1.166515,1.16647,1.16648,-1.0,null
2025-08-19 04:44:30+05:30,1.16648,1.16648,1.16648,1.16648,-1.0,null
2025-08-19 04:45:00+05:30,1.16648,1.16648,1.166475,1.16648,-1.0,null
2025-08-19 04:45:30+05:30,1.16648,1.16648,1.166435,1.16644,-1.0,null
2025-08-19 04:46:00+05:30,1.16644,1.16644,1.16629,1.166315,-1.0,null
2025-08-19 04:46:30+05:30,1.166315,1.166315,1.166275,1.166285,-1.0,null
2025-08-19 04:47:00+05:30,1.166285,1.166405,1.166285,1.166405,-1.0,null
2025-08-19 04:47:30+05:30,1.166405,1.16643,1.16636,1.166425,-1.0,null
2025-08-19 04:48:00+05:30,1.166425,1.166435,1.16635,1.16643,-1.0,null
2025-08-19 04:48:30+05:30,1.16643,1.166465,1.166425,1.166465,-1.0,null
2025-08-19 04:49:00+05:30,1.166465,1.166485,1.166465,1.16648,-1.0,null
2025-08-19 04:49:30+05:30,1.16648,1.16649,1.16648,1.166485,-1.0,null
2025-08-19 04:50:00+05:30,1.166485,1.166485,1.16648,1.16648,-1.0,null
2025-08-19 04:50:30+05:30,1.16648,1.166485,1.16648,1.166485,-1.0,null
2025-08-19 04:51:00+05:30,1.166485,1.166485,1.166425,1.16643,-1.0,null
2025-08-19 04:51:30+05:30,1.16643,1.16643,1.166385,1.16642,-1.0,null
2025-08-19 04:52:00+05:30,1.16642,1.16647,1.166415,1.16647,-1.0,null
2025-08-19 04:52:30+05:30,1.16647,1.16648,1.166465,1.166475,-1.0,null
2025-08-19 04:53:00+05:30,1.166475,1.16652,1.16647,1.166515,-1.0,null
2025-08-19 04:53:30+05:30,1.166515,1.16655,1.166505,1.16651,-1.0,null
2025-08-19 04:54:00+05:30,1.16651,1.166525,1.166495,1.16652,-1.0,null
2025-08-19 04:54:30+05:30,1.16652,1.16655,1.16649,1.166535,-1.0,null
2025-08-19 04:55:00+05:30,1.166535,1.16655,1.166525,1.16653,-1.0,null
2025-08-19 04:55:30+05:30,1.16653,1.16653,1.16651,1.16652,-1.0,null
2025-08-19 04:56:00+05:30,1.16652,1.166525,1.16651,1.16652,-1.0,null
2025-08-19 04:56:30+05:30,1.16652,1.16652,1.16651,1.16651,-1.0,null
2025-08-19 04:57:00+05:30,1.16651,1.166515,1.1664,1.16641,-1.0,null
2025-08-19 04:57:30+05:30,1.166405,1.16642,1.1664,1.16642,-1.0,null
2025-08-19 04:58:00+05:30,1.16642,1.16642,1.16642,1.16642,-1.0,null
2025-08-19 04:58:30+05:30,1.16642,1.16649,1.16642,1.166475,-1.0,null
2025-08-19 04:59:00+05:30,1.166475,1.166485,1.16647,1.166475,-1.0,null
2025-08-19 04:59:30+05:30,1.166475,1.16648,1.166475,1.16648,-1.0,null
2025-08-19 05:00:00+05:30,1.16648,1.1665,1.16648,1.16649,-1.0,null
2025-08-19 05:00:30+05:30,1.16649,1.16649,1.166475,1.166475,-1.0,null
2025-08-19 05:01:00+05:30,1.166475,1.166475,1.166355,1.16636,-1.0,null
2025-08-19 05:01:30+05:30,1.16636,1.16636,1.16631,1.166335,-1.0,null
2025-08-19 05:02:00+05:30,1.166335,1.16638,1.166335,1.16637,-1.0,null
2025-08-19 05:02:30+05:30,1.16637,1.166375,1.16633,1.16633,-1.0,null
2025-08-19 05:03:00+05:30,1.16633,1.166375,1.16631,1.166365,-1.0,null
2025-08-19 05:03:30+05:30,1.166365,1.166375,1.1663,1.1663,-1.0,null
2025-08-19 05:04:00+05:30,1.1663,1.1663,1.166275,1.166295,-1.0,null
2025-08-19 05:04:30+05:30,1.166295,1.166295,1.166265,1.16629,-1.0,null
2025-08-19 05:05:00+05:30,1.16629,1.166305,1.16622,1.166295,-1.0,null
2025-08-19 05:05:30+05:30,1.166295,1.166295,1.16627,1.166275,-1.0,null
2025-08-19 05:06:00+05:30,1.166275,1.166295,1.166225,1.16624,-1.0,null
2025-08-19 05:06:30+05:30,1.16624,1.166285,1.16623,1.166265,-1.0,null
2025-08-19 05:07:00+05:30,1.166265,1.16634,1.166265,1.16634,-1.0,null
2025-08-19 05:07:30+05:30,1.16634,1.16634,1.16627,1.16628,-1.0,null
2025-08-19 05:08:00+05:30,1.16628,1.166285,1.16623,1.16628,-1.0,null
2025-08-19 05:08:30+05:30,1.16628,1.166295,1.16628,1.166295,-1.0,null
2025-08-19 05:09:00+05:30,1.166295,1.166295,1.166245,1.166295,-1.0,null
2025-08-19 05:09:30+05:30,1.166295,1.166295,1.166295,1.166295,-1.0,null
2025-08-19 05:10:00+05:30,1.166295,1.166295,1.166295,1.166295,-1.0,null
2025-08-19 05:10:30+05:30,1.166295,1.16636,1.166295,1.16635,-1.0,null
2025-08-19 05:11:00+05:30,1.16635,1.166425,1.166345,1.166415,-1.0,null
2025-08-19 05:11:30+05:30,1.166415,1.16646,1.16638,1.166455,-1.0,null
2025-08-19 05:12:00+05:30,1.166455,1.16646,1.166425,1.16644,-1.0,null
2025-08-19 05:12:30+05:30,1.16644,1.16648,1.16639,1.16647,-1.0,null
2025-08-19 05:13:00+05:30,1.16647,1.16647,1.16644,1.166445,-1.0,null
2025-08-19 05:13:30+05:30,1.166445,1.16653,1.166445,1.16653,-1.0,null
2025-08-19 05:14:00+05:30,1.16653,1.166555,1.16647,1.166485,-1.0,null
2025-08-19 05:14:30+05:30,1.166485,1.1665,1.166485,1.1665,-1.0,null
2025-08-19 05:15:00+05:30,1.1665,1.16653,1.16649,1.16653,-1.0,null
2025-08-19 05:15:30+05:30,1.16653,1.166575,1.16653,1.166575,-1.0,null
2025-08-19 05:16:00+05:30,1.166575,1.16664,1.16656,1.16662,-1.0,null
2025-08-19 05:16:30+05:30,1.16662,1.16668,1.16662,1.16667,-1.0,null
2025-08-19 05:17:00+05:30,1.16667,1.166705,1.166655,1.16669,-1.0,null
2025-08-19 05:17:30+05:30,1.16669,1.16681,1.16669,1.16678,-1.0,null
2025-08-19 05:18:00+05:30,1.16678,1.166835,1.166775,1.16682,-1.0,null
2025-08-19 05:18:30+05:30,1.16682,1.16682,1.16676,1.166775,-1.0,null
2025-08-19 05:19:00+05:30,1.166775,1.166795,1.16674,1.16679,-1.0,null
2025-08-19 05:19:30+05:30,1.16679,1.166795,1.166775,1.166785,-1.0,null
2025-08-19 05:20:00+05:30,1.166785,1.166835,1.16675,1.166795,-1.0,null
2025-08-19 05:20:30+05:30,1.166795,1.16686,1.16678,1.16685,-1.0,null
2025-08-19 05:21:00+05:30,1.16685,1.16686,1.166755,1.166765,-1.0,null
2025-08-19 05:21:30+05:30,1.166765,1.166765,1.166735,1.16674,-1.0,null
2025-08-19 05:22:00+05:30,1.16674,1.16681,1.16674,1.166785,-1.0,null
2025-08-19 05:22:30+05:30,1.166785,1.166825,1.166785,1.16682,-1.0,null
2025-08-19 05:23:00+05:30,1.16682,1.1669,1.166785,1.166895,-1.0,null
